sku;grouped_skus;ed_search;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
spio_115_20_11003030;133093;133093;default;grouped;base;spiro;spiro;spiro;spiro;spiro;spiro;shop/home accessories/room accents;mica decorations;lantern;grey; 13309301.jpg; 13309301.jpg; 13309301.jpg
sprp_500_10_15003200; 380256, 380257, 380258; 380256, 380257, 380258;default;grouped;base;springdale;springdale;springdale;springdale;springdale;springdale;shop/artificial christmas trees & wreaths/artificial christmas trees;black box trees;to be determined;white; 38025601.jpg; 38025601.jpg; 38025601.jpg
stacey_180_180_10003020; 1007037, 1007038, 1007039; 1007037, 1007038, 1007039;default;grouped;base;stacey;stacey;stacey;stacey;stacey;stacey;shop/pottery & glassware/glassware;mica decorations;vase;transparent; 100703701.jpg; 100703701.jpg; 100703701.jpg
stage_500_30_11003050;1040832;1040832;default;grouped;base;stage;stage;stage;stage;stage;stage;shop/home accessories/small furniture;mica decorations;to be determined;black; 104083201.jpg; 104083201.jpg; 104083201.jpg
stan_151_20_10003010; 1010990, 144966, 144967, 144975, 145120, 145121, 145122, 145123, 145124, 145125, 145126; 1010990, 144966, 144967, 144975, 145120, 145121, 145122, 145123, 145124, 145125, 145126;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;pot;grey; 101099001.jpg; 101099001.jpg; 101099001.jpg
stan_151_202_10003010; 1041772, 1041778; 1041772, 1041778;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;pot;antique; 104177201.jpg; 104177201.jpg; 104177201.jpg
stan_151_54_10003010; 1010987, 1010988, 1011745, 1011856, 1041762, 1041764, 1041765, 1041766, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 242483, 242484, 449986; 1010987, 1010988, 1011745, 1011856, 1041762, 1041764, 1041765, 1041766, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 242483, 242484, 449986;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;pot;terra; 101098701.jpg; 101098701.jpg; 101098701.jpg
stan_151_54_10003010; 1010987, 1010988, 1011745, 1011856, 1041762, 1041764, 1041765, 1041766, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 242483, 242484, 449986; 1010987, 1010988, 1011745, 1011856, 1041762, 1041764, 1041765, 1041766, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 242483, 242484, 449986;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;non branded;pot;terra; 101098701.jpg; 101098701.jpg; 101098701.jpg
stan_192_20_10003010; 144968, 144969, 145141, 145142, 145143; 144968, 144969, 145141, 145142, 145143;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;plate;grey; 14496801.jpg; 14496801.jpg; 14496801.jpg
stan_192_54_10003010; 144962, 144965, 145135, 145136, 145137, 145138, 145139, 145140; 144962, 144965, 145135, 145136, 145137, 145138, 145139, 145140;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;plate;terra; 14496201.jpg; 14496201.jpg; 14496201.jpg
stan_470_20_10003010; 144990, 144992; 144990, 144992;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;wall pot;grey; 14499001.jpg; 14499001.jpg; 14499001.jpg
stan_471_20_10003010;242359;242359;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;mica decorations;hanging pot;grey; 24235901.jpg; 24235901.jpg; 24235901.jpg
stan_500_54_10003010;449985;449985;default;grouped;base;stan;stan;stan;stan;stan;stan;shop/pottery & glassware/outdoor pottery;non branded;to be determined;terra; 44998501.jpg; 44998501.jpg; 44998501.jpg
stef_151_10_10003000; 1006528, 1006534, 1006556, 1006557, 1041403, 1041404; 1006528, 1006534, 1006556, 1006557, 1041403, 1041404;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;pot;white; 100652801.jpg; 100652801.jpg; 100652801.jpg
stef_151_123_10003000; 1006526, 1006533, 1006546, 1006552, 1006553, 1041401, 1041402; 1006526, 1006533, 1006546, 1006552, 1006553, 1041401, 1041402;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;pot;taupe; 100652601.jpg; 100652601.jpg; 100652601.jpg
stef_151_20_10003000; 1006548, 1006549, 1041399, 1041400; 1006548, 1006549, 1041399, 1041400;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;pot;grey; 100654801.jpg; 100654801.jpg; 100654801.jpg
stef_151_80_10003000; 1022487, 1022488, 1041405, 1041406; 1022487, 1022488, 1041405, 1041406;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;pot;green; 102248701.jpg; 102248701.jpg; 102248701.jpg
stef_151_90_10003000; 1006530, 1006536; 1006530, 1006536;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;pot;blue; 100653001.jpg; 100653001.jpg; 100653001.jpg
stef_471_10_10003000;1022498;1022498;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;hanging pot;white; 102249801.jpg; 102249801.jpg; 102249801.jpg
stef_471_123_10003000; 1022489, 1022490, 1022491, 1022493; 1022489, 1022490, 1022491, 1022493;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;hanging pot;taupe; 102248901.jpg; 102248901.jpg; 102248901.jpg
stef_471_80_10003000; 1022495, 1022496; 1022495, 1022496;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;hanging pot;green; 102249501.jpg; 102249501.jpg; 102249501.jpg
stef_472_10_10003000;1006516;1006516;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;jug;white; 100651601.jpg; 100651601.jpg; 100651601.jpg
stef_472_123_10003000;1006518;1006518;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;jug;taupe; 100651801.jpg; 100651801.jpg; 100651801.jpg
stef_472_20_10003000; 1006517, 1006522; 1006517, 1006522;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;jug;grey; 100651701.jpg; 100651701.jpg; 100651701.jpg
stef_472_80_10003000;1022485;1022485;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;jug;green; 102248501.jpg; 102248501.jpg; 102248501.jpg
stef_472_90_10003000;1006524;1006524;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;jug;blue; 100652401.jpg; 100652401.jpg; 100652401.jpg
stef_59_10_10003000;1006521;1006521;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;bottle;white; 100652101.jpg; 100652101.jpg; 100652101.jpg
stef_59_123_10003000;1006520;1006520;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;bottle;taupe; 100652001.jpg; 100652001.jpg; 100652001.jpg
stef_59_90_10003000;1006525;1006525;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;bottle;blue; 100652501.jpg; 100652501.jpg; 100652501.jpg
stef_798_10_10003000;1006558;1006558;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;tray;white; 100655801.jpg; 100655801.jpg; 100655801.jpg
stef_798_123_10003000;1006554;1006554;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;tray;taupe; 100655401.jpg; 100655401.jpg; 100655401.jpg
stef_798_20_10003000;1006550;1006550;default;grouped;base;stef;stef;stef;stef;stef;stef;shop/pottery & glassware/indoor pottery;mica decorations;tray;grey; 100655001.jpg; 100655001.jpg; 100655001.jpg
steffano_500_22_13003150; 1012553, 1012554, 1012555; 1012553, 1012554, 1012555;default;grouped;base;steffano;steffano;steffano;steffano;steffano;steffano;shop/spring & outdoor decoration/outdoor furniture;mica decorations;to be determined;d.grey; 101255301.jpg; 101255301.jpg; 101255301.jpg
step_189_180_11003030;134586;134586;default;grouped;base;stephanie;stephanie;stephanie;stephanie;stephanie;stephanie;shop/home accessories/room accents;mica decorations;hurricane light;transparent; 13458601.jpg; 13458601.jpg; 13458601.jpg
step_93_140_11003030; 139722, 139723; 139722, 139723;default;grouped;base;stephanie;stephanie;stephanie;stephanie;stephanie;stephanie;shop/home accessories/room accents;mica decorations;home deco;silver; 13972201.jpg; 13972201.jpg; 13972201.jpg
ster_500_80_12003105;1030074;1030074;default;grouped;base;star;star;star;star;star;star;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;green; 103007401.jpg; 103007401.jpg; 103007401.jpg
steve_151_180_10003020; 1019257, 1019259; 1019257, 1019259;default;grouped;base;steve;steve;steve;steve;steve;steve;shop/pottery & glassware/glassware;mica decorations;pot;transparent; 101925701.jpg; 101925701.jpg; 101925701.jpg
stoc_115_10_11003030; 133149, 133150, 133151; 133149, 133150, 133151;default;grouped;base;stockholm;stockholm;stockholm;stockholm;stockholm;stockholm;shop/home accessories/room accents;mica decorations;lantern;white; 13314901.jpg; 13314901.jpg; 13314901.jpg
stol_128_10_12003100;1011811;1011811;default;grouped;base;cover;cover;cover;cover;cover;cover;shop/artificial flowers & plants/plants;mica decorations;marguerite;white; 101181101.jpg; 101181101.jpg; 101181101.jpg
stpa_161_101_12003100;948142;948142;default;grouped;base;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;shop/artificial flowers & plants/plants;mica decorations;saint paulia;l.pink; 94814201.jpg; 94814201.jpg; 94814201.jpg
stpa_161_102_12003100;948141;948141;default;grouped;base;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;shop/artificial flowers & plants/plants;mica decorations;saint paulia;d.pink; 94814101.jpg; 94814101.jpg; 94814101.jpg
stpa_161_110_12003100;948143;948143;default;grouped;base;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;saint paulia;shop/artificial flowers & plants/plants;mica decorations;saint paulia;purple; 94814301.jpg; 94814301.jpg; 94814301.jpg
stph_17_10_12003100;1034355;1034355;default;grouped;base;stephanotis;stephanotis;stephanotis;stephanotis;stephanotis;stephanotis;shop/artificial flowers & plants/plants;mica decorations;blooming plants;white; 103435501.jpg; 103435501.jpg; 103435501.jpg
stph_519_10_12003100;919701;919701;default;grouped;base;stephanotis;stephanotis;stephanotis;stephanotis;stephanotis;stephanotis;shop/artificial flowers & plants/plants;mica decorations;others;white; 91970101.jpg; 91970101.jpg; 91970101.jpg
stre_151_21_10003010; 1027521, 1042737, 153608, 153610, 153859; 1027521, 1042737, 153608, 153610, 153859;default;grouped;base;stream;stream;stream;stream;stream;stream;shop/pottery & glassware/outdoor pottery;mica decorations;pot;l.grey; 102752101.jpg; 102752101.jpg; 102752101.jpg
stre_151_22_10003010; 1027524, 153614; 1027524, 153614;default;grouped;base;stream;stream;stream;stream;stream;stream;shop/pottery & glassware/outdoor pottery;mica decorations;pot;d.grey; 102752401.jpg; 102752401.jpg; 102752401.jpg
stre_175_80_12003100;1026440;1026440;default;grouped;base;strelitzia;strelitzia;strelitzia;strelitzia;strelitzia;strelitzia;shop/artificial flowers & plants/plants;mica decorations;strelitzia;green; 102644001.jpg; 102644001.jpg; 102644001.jpg
stretto_500_30_11003030;1040881;1040881;default;grouped;base;stretto;stretto;stretto;stretto;stretto;stretto;shop/home accessories/room accents;mica decorations;to be determined;black; 104088101.jpg; 104088101.jpg; 104088101.jpg
stucco_500_130_11003030; 1040817, 1040819; 1040817, 1040819;default;grouped;base;stucco;stucco;stucco;stucco;stucco;stucco;shop/home accessories/room accents;mica decorations;to be determined;gold; 104081701.jpg; 104081701.jpg; 104081701.jpg
stucco_500_30_11003030; 1040818, 1040820; 1040818, 1040820;default;grouped;base;stucco;stucco;stucco;stucco;stucco;stucco;shop/home accessories/room accents;mica decorations;to be determined;black; 104081801.jpg; 104081801.jpg; 104081801.jpg
succ_176_80_12003100; 1008964, 1008969, 1026728, 1026733, 1026745, 1030232, 930526; 1008964, 1008969, 1026728, 1026733, 1026745, 1030232, 930526;default;grouped;base;succulent;succulent;succulent;succulent;succulent;succulent;shop/artificial flowers & plants/plants;mica decorations;succulents;green; 100896401.jpg; 100896401.jpg; 100896401.jpg
succ_500_40_12003100;1016464;1016464;default;grouped;base;succulent;succulent;succulent;succulent;succulent;succulent;shop/artificial flowers & plants/plants;mica decorations;to be determined;red; 101646401.jpg; 101646401.jpg; 101646401.jpg
sun_500_20_11003060; 1039404, 1039411; 1039404, 1039411;default;grouped;base;sun;sun;sun;sun;sun;sun;shop/home accessories/organization;house of seasons;to be determined;grey; 103940401.jpg; 103940401.jpg; 103940401.jpg
swazi_500_80_11003080;1037968;1037968;default;grouped;base;swazi;swazi;swazi;swazi;swazi;swazi;shop/home accessories/home textiles;mica decorations;to be determined;green; 103796801.jpg; 103796801.jpg; 103796801.jpg
syl_59_180_10003020;146538;146538;default;grouped;base;sylvie;sylvie;sylvie;sylvie;sylvie;sylvie;shop/pottery & glassware/glassware;mica decorations;bottle;transparent; 14653801.jpg; 14653801.jpg; 14653801.jpg
syng_81_80_12003100; 1021146, 1028058; 1021146, 1028058;default;grouped;base;syngonium podophyllum;syngonium podophyllum;syngonium podophyllum;syngonium podophyllum;syngonium podophyllum;syngonium podophyllum;shop/artificial flowers & plants/plants;mica decorations;green plants small leaves;green; 102114601.jpg; 102114601.jpg; 102114601.jpg
tabo_500_14_11003070; 1021955, 1021956, 1021957, 1027409, 1027410; 1021955, 1021956, 1021957, 1027409, 1027410;default;grouped;base;tabo;tabo;tabo;tabo;tabo;tabo;shop/home accessories/tableware;mica decorations;to be determined;cream; 102195501.jpg; 102195501.jpg; 102195501.jpg
tabo_500_20_11003070; 1021953, 1021958, 1027407, 1027412, 1027413; 1021953, 1021958, 1027407, 1027412, 1027413;default;grouped;base;tabo;tabo;tabo;tabo;tabo;tabo;shop/home accessories/tableware;mica decorations;to be determined;grey; 102195301.jpg; 102195301.jpg; 102195301.jpg
tacp_500_80_15003200; 379256, 379257; 379256, 379257;default;grouped;base;tacoma;tacoma;tacoma;tacoma;tacoma;tacoma;shop/artificial christmas trees & wreaths/artificial christmas trees;black box trees;to be determined;green; 37925601.jpg; 37925601.jpg; 37925601.jpg
tahiti_513_160_11003040;1023544;1023544;default;grouped;base;tahiti;tahiti;tahiti;tahiti;tahiti;tahiti;shop/home accessories/lamps & lighting;mica decorations;table lamp;copper; 102354401.jpg; 102354401.jpg; 102354401.jpg
tahiti_514_160_11003040;1023545;1023545;default;grouped;base;tahiti;tahiti;tahiti;tahiti;tahiti;tahiti;shop/home accessories/lamps & lighting;mica decorations;floor lamp;copper; 102354501.jpg; 102354501.jpg; 102354501.jpg
tanger_500_20_11003030; 1044107, 1044108, 1044109, 1044112, 1044113; 1044107, 1044108, 1044109, 1044112, 1044113;default;grouped;base;tanger;tanger;tanger;tanger;tanger;tanger;shop/home accessories/room accents;mica decorations;to be determined;grey; 104410701.jpg; 104410701.jpg; 104410701.jpg
tanger_500_40_11003030;1044110;1044110;default;grouped;base;tanger;tanger;tanger;tanger;tanger;tanger;shop/home accessories/room accents;mica decorations;to be determined;red; 104411001.jpg; 104411001.jpg; 104411001.jpg
tanzi_485_130_11003040;1023495;1023495;default;grouped;base;tanzi;tanzi;tanzi;tanzi;tanzi;tanzi;shop/home accessories/lamps & lighting;mica decorations;lamp;gold; 102349501.jpg; 102349501.jpg; 102349501.jpg
tanzi_485_182_11003040;1023494;1023494;default;grouped;base;tanzi;tanzi;tanzi;tanzi;tanzi;tanzi;shop/home accessories/lamps & lighting;mica decorations;lamp;clear; 102349401.jpg; 102349401.jpg; 102349401.jpg
